baseSku,productName,productDescription,categorySlug,variantSku,attributeSummary,price,stockQuantity,imageUrl
PRD1066,Sparkling Mineral Water,High quality item PRD1066 for everyday use.,groceries-beverages,PRD1066-V4,2L,134.66,329,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1067,Denim Jacket,High quality item PRD1067 for everyday use.,clothing-mens,PRD1067-V1,32W / Navy,232.28,308,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1067,Denim Jacket,High quality item PRD1067 for everyday use.,clothing-mens,PRD1067-V2,34W / Grey,882.66,412,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1067,Denim Jacket,High quality item PRD1067 for everyday use.,clothing-mens,PRD1067-V3,36W / Olive,434.72,186,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1067,Denim Jacket,High quality item PRD1067 for everyday use.,clothing-mens,PRD1067-V4,38W / Black,181.86,289,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1068,Microfiber Cloth Set,High quality item PRD1068 for everyday use.,home-garden-cleaning,PRD1068-V1,3-Pack,410.01,229,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1068,Microfiber Cloth Set,High quality item PRD1068 for everyday use.,home-garden-cleaning,PRD1068-V2,5-Pack,813.36,150,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1068,Microfiber Cloth Set,High quality item PRD1068 for everyday use.,home-garden-cleaning,PRD1068-V3,1-Unit,74.08,345,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1068,Microfiber Cloth Set,High quality item PRD1068 for everyday use.,home-garden-cleaning,PRD1068-V4,Bulk Set,426.94,191,https://images.unsplash.com/photo-1584622650111-993a426fbf0a?q=80&w=200
PRD1069,Oxford Button Down,High quality item PRD1069 for everyday use.,clothing-mens,PRD1069-V1,32W / Navy,512.06,474,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1069,Oxford Button Down,High quality item PRD1069 for everyday use.,clothing-mens,PRD1069-V2,34W / Grey,735.27,114,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1069,Oxford Button Down,High quality item PRD1069 for everyday use.,clothing-mens,PRD1069-V3,36W / Olive,713.44,269,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1069,Oxford Button Down,High quality item PRD1069 for everyday use.,clothing-mens,PRD1069-V4,38W / Black,784.53,255,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1070,Organic Quinoa,High quality item PRD1070 for everyday use.,groceries-pantry,PRD1070-V1,500ml,16.93,301,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1070,Organic Quinoa,High quality item PRD1070 for everyday use.,groceries-pantry,PRD1070-V2,1kg,429.96,62,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1070,Organic Quinoa,High quality item PRD1070 for everyday use.,groceries-pantry,PRD1070-V3,2kg,116.94,223,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1070,Organic Quinoa,High quality item PRD1070 for everyday use.,groceries-pantry,PRD1070-V4,5kg,283.22,31,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1071,Sea Salt Crackers,High quality item PRD1071 for everyday use.,groceries-snacks,PRD1071-V1,100g,93.51,96,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1071,Sea Salt Crackers,High quality item PRD1071 for everyday use.,groceries-snacks,PRD1071-V2,200g,372.76,14,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1071,Sea Salt Crackers,High quality item PRD1071 for everyday use.,groceries-snacks,PRD1071-V3,500g,656.75,448,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1071,Sea Salt Crackers,High quality item PRD1071 for everyday use.,groceries-snacks,PRD1071-V4,1kg,314.46,453,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1072,Roasted Almonds,High quality item PRD1072 for everyday use.,groceries-snacks,PRD1072-V1,100g,880.46,156,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1072,Roasted Almonds,High quality item PRD1072 for everyday use.,groceries-snacks,PRD1072-V2,200g,288.12,345,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1072,Roasted Almonds,High quality item PRD1072 for everyday use.,groceries-snacks,PRD1072-V3,500g,992.24,494,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1072,Roasted Almonds,High quality item PRD1072 for everyday use.,groceries-snacks,PRD1072-V4,1kg,259.83,334,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1073,Braided USB-C Cable,High quality item PRD1073 for everyday use.,electronics-accessories,PRD1073-V1,Black / 1m,508.77,182,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1073,Braided USB-C Cable,High quality item PRD1073 for everyday use.,electronics-accessories,PRD1073-V2,Silver / 2m,250.4,51,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1073,Braided USB-C Cable,High quality item PRD1073 for everyday use.,electronics-accessories,PRD1073-V3,Grey / 3m,925.87,358,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1073,Braided USB-C Cable,High quality item PRD1073 for everyday use.,electronics-accessories,PRD1073-V4,White / 5m,700.75,149,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1074,Mechanical Keyboard,High quality item PRD1074 for everyday use.,electronics-accessories,PRD1074-V1,Black / 1m,540.57,300,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1074,Mechanical Keyboard,High quality item PRD1074 for everyday use.,electronics-accessories,PRD1074-V2,Silver / 2m,745.8,6,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1074,Mechanical Keyboard,High quality item PRD1074 for everyday use.,electronics-accessories,PRD1074-V3,Grey / 3m,872.19,432,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1074,Mechanical Keyboard,High quality item PRD1074 for everyday use.,electronics-accessories,PRD1074-V4,White / 5m,969.38,263,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1075,Sea Salt Crackers,High quality item PRD1075 for everyday use.,groceries-snacks,PRD1075-V1,100g,746.41,84,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1075,Sea Salt Crackers,High quality item PRD1075 for everyday use.,groceries-snacks,PRD1075-V2,200g,605.52,9,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1075,Sea Salt Crackers,High quality item PRD1075 for everyday use.,groceries-snacks,PRD1075-V3,500g,339.26,444,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1075,Sea Salt Crackers,High quality item PRD1075 for everyday use.,groceries-snacks,PRD1075-V4,1kg,251.34,196,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1076,Floral Summer Dress,High quality item PRD1076 for everyday use.,clothing-womens,PRD1076-V1,Small / Red,659.4,482,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1076,Floral Summer Dress,High quality item PRD1076 for everyday use.,clothing-womens,PRD1076-V2,Medium / Blue,404.74,419,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1076,Floral Summer Dress,High quality item PRD1076 for everyday use.,clothing-womens,PRD1076-V3,Large / Green,985.89,275,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1076,Floral Summer Dress,High quality item PRD1076 for everyday use.,clothing-womens,PRD1076-V4,Extra Large / Black,889.69,62,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1077,Organic Green Tea,High quality item PRD1077 for everyday use.,groceries-beverages,PRD1077-V1,500ml,271.37,191,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1077,Organic Green Tea,High quality item PRD1077 for everyday use.,groceries-beverages,PRD1077-V2,1L,776.58,237,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1077,Organic Green Tea,High quality item PRD1077 for everyday use.,groceries-beverages,PRD1077-V3,1.5L,162.1,429,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1077,Organic Green Tea,High quality item PRD1077 for everyday use.,groceries-beverages,PRD1077-V4,2L,258.58,397,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1078,Wireless Earbuds,High quality item PRD1078 for everyday use.,electronics-audio,PRD1078-V1,Midnight Blue,103.35,9,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1078,Wireless Earbuds,High quality item PRD1078 for everyday use.,electronics-audio,PRD1078-V2,Silver,561.71,418,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1078,Wireless Earbuds,High quality item PRD1078 for everyday use.,electronics-audio,PRD1078-V3,Matte Black,876.97,407,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1078,Wireless Earbuds,High quality item PRD1078 for everyday use.,electronics-audio,PRD1078-V4,White,247.71,70,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1079,Manuka Honey,High quality item PRD1079 for everyday use.,groceries-pantry,PRD1079-V1,500ml,280.39,108,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1079,Manuka Honey,High quality item PRD1079 for everyday use.,groceries-pantry,PRD1079-V2,1kg,179.18,62,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1079,Manuka Honey,High quality item PRD1079 for everyday use.,groceries-pantry,PRD1079-V3,2kg,660.99,101,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1079,Manuka Honey,High quality item PRD1079 for everyday use.,groceries-pantry,PRD1079-V4,5kg,721.29,194,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1080,Cold Press Orange Juice,High quality item PRD1080 for everyday use.,groceries-beverages,PRD1080-V1,500ml,248.9,214,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1080,Cold Press Orange Juice,High quality item PRD1080 for everyday use.,groceries-beverages,PRD1080-V2,1L,523.3,434,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1080,Cold Press Orange Juice,High quality item PRD1080 for everyday use.,groceries-beverages,PRD1080-V3,1.5L,286.22,424,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1080,Cold Press Orange Juice,High quality item PRD1080 for everyday use.,groceries-beverages,PRD1080-V4,2L,778.62,335,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1081,Knitted Cardigan,High quality item PRD1081 for everyday use.,clothing-womens,PRD1081-V1,Small / Red,289.61,31,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1081,Knitted Cardigan,High quality item PRD1081 for everyday use.,clothing-womens,PRD1081-V2,Medium / Blue,441.29,313,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1081,Knitted Cardigan,High quality item PRD1081 for everyday use.,clothing-womens,PRD1081-V3,Large / Green,707.07,23,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1081,Knitted Cardigan,High quality item PRD1081 for everyday use.,clothing-womens,PRD1081-V4,Extra Large / Black,581.58,465,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
PRD1082,Wireless Earbuds,High quality item PRD1082 for everyday use.,electronics-audio,PRD1082-V1,Midnight Blue,810.5,244,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1082,Wireless Earbuds,High quality item PRD1082 for everyday use.,electronics-audio,PRD1082-V2,Silver,625.32,14,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1082,Wireless Earbuds,High quality item PRD1082 for everyday use.,electronics-audio,PRD1082-V3,Matte Black,397.65,368,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1082,Wireless Earbuds,High quality item PRD1082 for everyday use.,electronics-audio,PRD1082-V4,White,60.08,335,https://images.unsplash.com/photo-1505740420928-5e560c06d30e?q=80&w=200
PRD1083,Sea Salt Crackers,High quality item PRD1083 for everyday use.,groceries-snacks,PRD1083-V1,100g,547.34,438,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1083,Sea Salt Crackers,High quality item PRD1083 for everyday use.,groceries-snacks,PRD1083-V2,200g,713.43,451,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1083,Sea Salt Crackers,High quality item PRD1083 for everyday use.,groceries-snacks,PRD1083-V3,500g,10.37,453,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1083,Sea Salt Crackers,High quality item PRD1083 for everyday use.,groceries-snacks,PRD1083-V4,1kg,307.11,286,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1084,Roasted Almonds,High quality item PRD1084 for everyday use.,groceries-snacks,PRD1084-V1,100g,801.49,8,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1084,Roasted Almonds,High quality item PRD1084 for everyday use.,groceries-snacks,PRD1084-V2,200g,932.05,361,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1084,Roasted Almonds,High quality item PRD1084 for everyday use.,groceries-snacks,PRD1084-V3,500g,585.66,439,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1084,Roasted Almonds,High quality item PRD1084 for everyday use.,groceries-snacks,PRD1084-V4,1kg,247.46,135,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1085,Oxford Button Down,High quality item PRD1085 for everyday use.,clothing-mens,PRD1085-V1,32W / Navy,14.11,471,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1085,Oxford Button Down,High quality item PRD1085 for everyday use.,clothing-mens,PRD1085-V2,34W / Grey,677.71,372,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1085,Oxford Button Down,High quality item PRD1085 for everyday use.,clothing-mens,PRD1085-V3,36W / Olive,726.24,298,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1085,Oxford Button Down,High quality item PRD1085 for everyday use.,clothing-mens,PRD1085-V4,38W / Black,203.89,172,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1086,V-Neck Sweater,High quality item PRD1086 for everyday use.,clothing-mens,PRD1086-V1,32W / Navy,710.73,299,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1086,V-Neck Sweater,High quality item PRD1086 for everyday use.,clothing-mens,PRD1086-V2,34W / Grey,664.82,425,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1086,V-Neck Sweater,High quality item PRD1086 for everyday use.,clothing-mens,PRD1086-V3,36W / Olive,523.6,443,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1086,V-Neck Sweater,High quality item PRD1086 for everyday use.,clothing-mens,PRD1086-V4,38W / Black,918.49,423,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1087,Manuka Honey,High quality item PRD1087 for everyday use.,groceries-pantry,PRD1087-V1,500ml,70.93,98,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1087,Manuka Honey,High quality item PRD1087 for everyday use.,groceries-pantry,PRD1087-V2,1kg,60.17,143,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1087,Manuka Honey,High quality item PRD1087 for everyday use.,groceries-pantry,PRD1087-V3,2kg,297.2,343,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1087,Manuka Honey,High quality item PRD1087 for everyday use.,groceries-pantry,PRD1087-V4,5kg,967.49,462,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1088,Roasted Almonds,High quality item PRD1088 for everyday use.,groceries-snacks,PRD1088-V1,100g,303.48,102,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1088,Roasted Almonds,High quality item PRD1088 for everyday use.,groceries-snacks,PRD1088-V2,200g,479.16,32,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1088,Roasted Almonds,High quality item PRD1088 for everyday use.,groceries-snacks,PRD1088-V3,500g,850.24,469,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1088,Roasted Almonds,High quality item PRD1088 for everyday use.,groceries-snacks,PRD1088-V4,1kg,459.64,497,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1089,Organic Green Tea,High quality item PRD1089 for everyday use.,groceries-beverages,PRD1089-V1,500ml,653.73,39,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1089,Organic Green Tea,High quality item PRD1089 for everyday use.,groceries-beverages,PRD1089-V2,1L,699.98,385,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1089,Organic Green Tea,High quality item PRD1089 for everyday use.,groceries-beverages,PRD1089-V3,1.5L,117.95,338,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1089,Organic Green Tea,High quality item PRD1089 for everyday use.,groceries-beverages,PRD1089-V4,2L,127.33,258,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1090,V-Neck Sweater,High quality item PRD1090 for everyday use.,clothing-mens,PRD1090-V1,32W / Navy,877.32,162,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1090,V-Neck Sweater,High quality item PRD1090 for everyday use.,clothing-mens,PRD1090-V2,34W / Grey,563.54,100,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1090,V-Neck Sweater,High quality item PRD1090 for everyday use.,clothing-mens,PRD1090-V3,36W / Olive,961.44,56,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1090,V-Neck Sweater,High quality item PRD1090 for everyday use.,clothing-mens,PRD1090-V4,38W / Black,927.19,437,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1091,Denim Jacket,High quality item PRD1091 for everyday use.,clothing-mens,PRD1091-V1,32W / Navy,658.45,120,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1091,Denim Jacket,High quality item PRD1091 for everyday use.,clothing-mens,PRD1091-V2,34W / Grey,347.42,398,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1091,Denim Jacket,High quality item PRD1091 for everyday use.,clothing-mens,PRD1091-V3,36W / Olive,740.62,231,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1091,Denim Jacket,High quality item PRD1091 for everyday use.,clothing-mens,PRD1091-V4,38W / Black,158.23,58,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1092,Minimalist Table Lamp,High quality item PRD1092 for everyday use.,home-garden-decor,PRD1092-V1,Matte Black,358.94,275,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1092,Minimalist Table Lamp,High quality item PRD1092 for everyday use.,home-garden-decor,PRD1092-V2,White,686.79,245,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1092,Minimalist Table Lamp,High quality item PRD1092 for everyday use.,home-garden-decor,PRD1092-V3,Gold,854.54,431,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1092,Minimalist Table Lamp,High quality item PRD1092 for everyday use.,home-garden-decor,PRD1092-V4,Silver,365.59,135,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1093,Basmati Rice,High quality item PRD1093 for everyday use.,groceries-pantry,PRD1093-V1,500ml,352.47,321,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1093,Basmati Rice,High quality item PRD1093 for everyday use.,groceries-pantry,PRD1093-V2,1kg,57.43,113,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1093,Basmati Rice,High quality item PRD1093 for everyday use.,groceries-pantry,PRD1093-V3,2kg,457.54,101,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1093,Basmati Rice,High quality item PRD1093 for everyday use.,groceries-pantry,PRD1093-V4,5kg,344.72,393,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1094,Organic Quinoa,High quality item PRD1094 for everyday use.,groceries-pantry,PRD1094-V1,500ml,76.88,338,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1094,Organic Quinoa,High quality item PRD1094 for everyday use.,groceries-pantry,PRD1094-V2,1kg,235.76,341,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1094,Organic Quinoa,High quality item PRD1094 for everyday use.,groceries-pantry,PRD1094-V3,2kg,456.37,147,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1094,Organic Quinoa,High quality item PRD1094 for everyday use.,groceries-pantry,PRD1094-V4,5kg,361.09,58,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1095,Sea Salt Crackers,High quality item PRD1095 for everyday use.,groceries-snacks,PRD1095-V1,100g,471.69,20,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1095,Sea Salt Crackers,High quality item PRD1095 for everyday use.,groceries-snacks,PRD1095-V2,200g,481.16,274,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1095,Sea Salt Crackers,High quality item PRD1095 for everyday use.,groceries-snacks,PRD1095-V3,500g,147.62,466,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1095,Sea Salt Crackers,High quality item PRD1095 for everyday use.,groceries-snacks,PRD1095-V4,1kg,526.01,291,https://images.unsplash.com/photo-1599487488170-d11ec9c17537?q=80&w=200
PRD1096,Minimalist Table Lamp,High quality item PRD1096 for everyday use.,home-garden-decor,PRD1096-V1,Matte Black,645.04,31,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1096,Minimalist Table Lamp,High quality item PRD1096 for everyday use.,home-garden-decor,PRD1096-V2,White,834.58,40,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1096,Minimalist Table Lamp,High quality item PRD1096 for everyday use.,home-garden-decor,PRD1096-V3,Gold,875.57,246,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1096,Minimalist Table Lamp,High quality item PRD1096 for everyday use.,home-garden-decor,PRD1096-V4,Silver,989.79,112,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1097,Braided USB-C Cable,High quality item PRD1097 for everyday use.,electronics-accessories,PRD1097-V1,Black / 1m,272.18,499,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1097,Braided USB-C Cable,High quality item PRD1097 for everyday use.,electronics-accessories,PRD1097-V2,Silver / 2m,205.11,494,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1097,Braided USB-C Cable,High quality item PRD1097 for everyday use.,electronics-accessories,PRD1097-V3,Grey / 3m,332.74,152,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1097,Braided USB-C Cable,High quality item PRD1097 for everyday use.,electronics-accessories,PRD1097-V4,White / 5m,670.16,355,https://images.unsplash.com/photo-1527443224154-c4a3942d3a56?q=80&w=200
PRD1098,V-Neck Sweater,High quality item PRD1098 for everyday use.,clothing-mens,PRD1098-V1,32W / Navy,381.39,32,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1098,V-Neck Sweater,High quality item PRD1098 for everyday use.,clothing-mens,PRD1098-V2,34W / Grey,991.49,370,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1098,V-Neck Sweater,High quality item PRD1098 for everyday use.,clothing-mens,PRD1098-V3,36W / Olive,797.17,156,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1098,V-Neck Sweater,High quality item PRD1098 for everyday use.,clothing-mens,PRD1098-V4,38W / Black,743.99,279,https://images.unsplash.com/photo-1507679799987-c73779587ccf?q=80&w=200
PRD1099,Cold Brew Coffee,High quality item PRD1099 for everyday use.,groceries-beverages,PRD1099-V1,500ml,179.41,470,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1099,Cold Brew Coffee,High quality item PRD1099 for everyday use.,groceries-beverages,PRD1099-V2,1L,49.19,288,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1099,Cold Brew Coffee,High quality item PRD1099 for everyday use.,groceries-beverages,PRD1099-V3,1.5L,702.63,43,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1099,Cold Brew Coffee,High quality item PRD1099 for everyday use.,groceries-beverages,PRD1099-V4,2L,420.49,397,https://images.unsplash.com/photo-1513558161293-cdaf765dc2bf?q=80&w=200
PRD1100,Minimalist Table Lamp,High quality item PRD1100 for everyday use.,home-garden-decor,PRD1100-V1,Matte Black,696.71,79,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1100,Minimalist Table Lamp,High quality item PRD1100 for everyday use.,home-garden-decor,PRD1100-V2,White,35.5,97,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1100,Minimalist Table Lamp,High quality item PRD1100 for everyday use.,home-garden-decor,PRD1100-V3,Gold,555.36,369,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1100,Minimalist Table Lamp,High quality item PRD1100 for everyday use.,home-garden-decor,PRD1100-V4,Silver,300.18,183,https://images.unsplash.com/photo-1513519245088-0e12902e35a9?q=80&w=200
PRD1101,Basmati Rice,High quality item PRD1101 for everyday use.,groceries-pantry,PRD1101-V1,500ml,884.75,215,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1101,Basmati Rice,High quality item PRD1101 for everyday use.,groceries-pantry,PRD1101-V2,1kg,305.58,498,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1101,Basmati Rice,High quality item PRD1101 for everyday use.,groceries-pantry,PRD1101-V3,2kg,616.41,292,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1101,Basmati Rice,High quality item PRD1101 for everyday use.,groceries-pantry,PRD1101-V4,5kg,885.79,71,https://images.unsplash.com/photo-1608686207856-001b95cf60ca?q=80&w=200
PRD1102,High-Waisted Jeans,High quality item PRD1102 for everyday use.,clothing-womens,PRD1102-V1,Small / Red,205.6,378,https://images.unsplash.com/photo-1539109136881-3be0616acf4b?q=80&w=200
